lakename,lakeid,lake_number,lake_abbr_biocom,plotid,site,plot,zone,type,source,species,scientific_name,common_name,diameter,diameter_estimated,length,length_estimated,length_range_code,branchiness,decay,orientation,elevation,intersections,comment_code,comments
Sparkling Lake,SP,70,SP,70421,4,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Sparkling Lake,SP,70,SP,70411,4,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Sparkling Lake,SP,70,SP,70351,3,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Sparkling Lake,SP,70,SP,70341,3,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Sparkling Lake,SP,70,SP,70331,3,C,1,LOG,N,CONIFER,,conifer,19.5,0,,,3,0,3,PERP,1,1,99,99=Misc note: TAG# 1126
Sparkling Lake,SP,70,SP,70331,3,C,1,LOG,N,CONIFER,,conifer,18,0,,,2,0,3,PERP,3,0,99,99=Misc note: TAG# 1125
Sparkling Lake,SP,70,SP,70321,3,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Sparkling Lake,SP,70,SP,70311,3,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Sparkling Lake,SP,70,SP,70251,2,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Sparkling Lake,SP,70,SP,70241,2,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Sparkling Lake,SP,70,SP,70231,2,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Sparkling Lake,SP,70,SP,70221,2,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Sparkling Lake,SP,70,SP,70151,1,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Sparkling Lake,SP,70,SP,70141,1,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Sparkling Lake,SP,70,SP,70131,1,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Sparkling Lake,SP,70,SP,70121,1,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Sparkling Lake,SP,70,SP,70841,8,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Sparkling Lake,SP,70,SP,70611,6,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Sparkling Lake,SP,70,SP,70521,5,B,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16.4,0,,,2,0,2,OBL,2,1,99,99=Misc note: TAGGED LOG
Sparkling Lake,SP,70,SP,70211,2,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Sparkling Lake,SP,70,SP,70111,1,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Spruce Lake,SR,26,SPR,26111,1,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26121,1,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26131,1,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26141,1,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26151,1,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26211,2,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Spruce Lake,SR,26,SPR,26221,2,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26231,2,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Spruce Lake,SR,26,SPR,26241,2,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26251,2,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Spruce Lake,SR,26,SPR,26311,3,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26321,3,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26331,3,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26341,3,D,1,LOG,N,CONIFER,,conifer,15,1,,1,1,0,3,PERP,2,,5,5 = estimated Length or diameter:Original dia was 10-20
Spruce Lake,SR,26,SPR,26351,3,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26421,4,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26431,4,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26441,4,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26451,4,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26511,5,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26521,5,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26531,5,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26541,5,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26551,5,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26611,6,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26621,6,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Spruce Lake,SR,26,SPR,26631,6,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Spruce Lake,SR,26,SPR,26641,6,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Spruce Lake,SR,26,SPR,26651,6,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Spruce Lake,SR,26,SPR,26711,7,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Spruce Lake,SR,26,SPR,26721,7,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Spruce Lake,SR,26,SPR,26731,7,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Spruce Lake,SR,26,SPR,26741,7,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Spruce Lake,SR,26,SPR,26751,7,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Spruce Lake,SR,26,SPR,26811,8,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Spruce Lake,SR,26,SPR,26821,8,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Spruce Lake,SR,26,SPR,26841,8,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Spruce Lake,SR,26,SPR,26851,8,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26411,4,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Spruce Lake,SR,26,SPR,26831,8,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Star Lake,SA,72,SR,72851,8,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72841,8,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72831,8,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72821,8,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72811,8,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72751,7,E,1,LOG,N,CONIFER,,conifer,47.9,0,,,3,1,4,PERP,3,2,0,
Star Lake,SA,72,SR,72751,7,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,17.2,0,,,3,3,1,PERP,3,5,0,
Star Lake,SA,72,SR,72751,7,E,1,LOG,N,CONIFER,,conifer,14.3,0,,,2,1,3,PERP,1,2,0,
Star Lake,SA,72,SR,72741,7,D,1,LOG,N,ACRU,Acer rubrum,red maple,17.8,0,,,3,2,2,PERP,0,2,0,
Star Lake,SA,72,SR,72741,7,D,1,LOG,N,ACRU,Acer rubrum,red maple,17.3,0,,,3,2,2,PERP,0,2,0,
Star Lake,SA,72,SR,72741,7,D,1,LOG,N,CONIFER,,conifer,11.2,0,,,3,0,4,OBL,0,5,0,
Star Lake,SA,72,SR,72731,7,C,1,LOG,N,PIST,Pinus strobus ,white pine,55.5,0,,,3,3,3,PERP,0,3,0,
Star Lake,SA,72,SR,72731,7,C,1,LOG,N,UNK,,unknown,16.6,0,,,2,0,3,PERP,0,0,0,
Star Lake,SA,72,SR,72731,7,C,1,LOG,N,UNK,,unknown,16.7,0,,,2,0,3,OBL,0,0,0,
Star Lake,SA,72,SR,72731,7,C,1,LOG,N,CONIFER,,conifer,16.7,0,,,3,1,4,OBL,0,0,0,
Star Lake,SA,72,SR,72731,7,C,1,LOG,N,CONIFER,,conifer,13.7,0,,,2,0,3,OBL,1,3,0,
Star Lake,SA,72,SR,72721,7,B,1,LOG,N,UNK,,unknown,12.3,0,,,2,0,3,PERP,0,3,0,
Star Lake,SA,72,SR,72721,7,B,1,LOG,U,UNK,,unknown,16.4,0,,,1,0,4,PARA,0,0,0,
Star Lake,SA,72,SR,72721,7,B,1,LOG,N,UNK,,unknown,13.6,0,,,1,0,3,OBL,0,1,0,
Star Lake,SA,72,SR,72721,7,B,1,LOG,N,CONIFER,,conifer,12.9,0,,,3,0,3,OBL,0,2,0,
Star Lake,SA,72,SR,72711,7,A,1,LOG,N,UNK,,unknown,37.2,0,,,2,0,4,PERP,3,5,0,
Star Lake,SA,72,SR,72711,7,A,1,LOG,N,UNK,,unknown,29.7,0,,,2,0,3,PERP,2,3,0,
Star Lake,SA,72,SR,72711,7,A,1,LOG,N,UNK,,unknown,20.4,0,,,1,0,4,PERP,1,1,0,
Star Lake,SA,72,SR,72711,7,A,1,LOG,N,UNK,,unknown,20,0,,,1,0,5,OBL,3,0,0,
Star Lake,SA,72,SR,72711,7,A,1,LOG,N,CONIFER,,conifer,14.2,0,,,2,0,4,OBL,0,2,0,
Star Lake,SA,72,SR,72651,6,E,1,LOG,N,UNK,,unknown,13,0,,,2,0,3,PERP,0,1,0,
Star Lake,SA,72,SR,72651,6,E,1,LOG,N,UNK,,unknown,12.2,0,,,2,1,3,OBL,2,1,0,
Star Lake,SA,72,SR,72641,6,D,1,LOG,N,UNK,,unknown,12.9,0,,,2,0,4,PERP,1,0,0,
Star Lake,SA,72,SR,72641,6,D,1,LOG,N,UNK,,unknown,10.6,0,,,3,0,4,PERP,0,2,0,
Star Lake,SA,72,SR,72641,6,D,1,LOG,N,UNK,,unknown,12.9,0,,,3,0,3,OBL,0,0,0,
Star Lake,SA,72,SR,72631,6,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72621,6,B,1,LOG,N,TSCA,Tsuga canadensis ,eastern hemlock,36,0,,,3,2,2,PERP,3,4,0,
Star Lake,SA,72,SR,72621,6,B,1,LOG,N,UNK,,unknown,17.3,0,,,3,0,4,PERP,1,4,0,
Star Lake,SA,72,SR,72621,6,B,1,LOG,N,TSCA,Tsuga canadensis ,eastern hemlock,19.2,0,,,3,3,2,PARA,3,8,0,
Star Lake,SA,72,SR,72621,6,B,1,LOG,N,UNK,,unknown,10.1,0,,,2,0,4,PARA,0,2,0,
Star Lake,SA,72,SR,72621,6,B,1,LOG,N,UNK,,unknown,17.5,0,,,2,0,3,OBL,1,6,0,
Star Lake,SA,72,SR,72621,6,B,1,LOG,N,BEPA,Betula papyrifera ,paper birch,14,0,,,1,0,3,OBL,2,4,0,
Star Lake,SA,72,SR,72611,6,A,1,LOG,N,UNK,,unknown,13.4,0,,,2,0,3,PERP,1,1,0,
Star Lake,SA,72,SR,72611,6,A,1,LOG,N,UNK,,unknown,12.9,0,,,2,0,4,PERP,0,0,0,
Star Lake,SA,72,SR,72611,6,A,1,LOG,N,TSCA,Tsuga canadensis ,eastern hemlock,12,0,,,3,2,3,PERP,3,0,0,
Star Lake,SA,72,SR,72551,5,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72541,5,D,1,LOG,N,UNK,,unknown,14.4,0,,,1,0,4,PERP,3,1,99,99=Misc note: .5M CONTOUR RIGHT ON SHORE -  MEASURED DIA. JUST PAST ROOTS
Star Lake,SA,72,SR,72531,5,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72521,5,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72511,5,A,1,LOG,N,TSCA,Tsuga canadensis ,eastern hemlock,37.2,1,,,3,2,4,PERP,2,0,5,5 = estimated Length or diameter:LOG SPLIT -  DIAMETER ESTIMATED
Star Lake,SA,72,SR,72511,5,A,1,LOG,UNK,TSCA,Tsuga canadensis ,eastern hemlock,20.5,0,,,3,0,3,PERP,3,1,0,
Star Lake,SA,72,SR,72451,4,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72441,4,D,1,LOG,U,UNK,,unknown,17.2,0,,,1,0,3,PERP,0,0,0,
Star Lake,SA,72,SR,72441,4,D,1,LOG,UNK,UNK,,unknown,11.1,0,,,1,0,3,PERP,0,1,0,
Star Lake,SA,72,SR,72441,4,D,1,LOG,N,UNK,,unknown,10.2,0,,,2,1,4,PERP,0,3,0,
Star Lake,SA,72,SR,72441,4,D,1,LOG,UNK,UNK,,unknown,17.2,0,,,1,0,4,OBL,0,1,0,
Star Lake,SA,72,SR,72441,4,D,1,LOG,N,CONIFER,,conifer,16.7,0,,,1,0,4,OBL,0,1,0,
Star Lake,SA,72,SR,72431,4,C,1,LOG,N,CONIFER,,conifer,42.8,0,,,3,0,4,PARA,3,4,0,
Star Lake,SA,72,SR,72421,4,B,1,LOG,N,UNK,,unknown,11.8,0,,,1,0,3,PERP,0,1,0,
Star Lake,SA,72,SR,72421,4,B,1,LOG,N,UNK,,unknown,11.3,0,,,1,0,4,PERP,0,0,0,
Star Lake,SA,72,SR,72411,4,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,13.1,0,,,1,0,3,PERP,3,2,0,
Star Lake,SA,72,SR,72411,4,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,10.8,0,,,1,0,3,PERP,3,2,0,
Star Lake,SA,72,SR,72351,3,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72341,3,D,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16.9,0,,,2,2,3,PERP,0,0,0,
Star Lake,SA,72,SR,72331,3,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72321,3,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72311,3,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72251,2,E,1,LOG,N,PIRE,Pinus resinosa ,red pine,28.4,0,,,3,3,1,PERP,3,1,0,
Star Lake,SA,72,SR,72251,2,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,11,0,,,2,0,3,OBL,0,1,0,
Star Lake,SA,72,SR,72241,2,D,1,LOG,N,UNK,,unknown,12.4,0,,,3,0,5,PERP,0,0,0,
Star Lake,SA,72,SR,72231,2,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,22.3,0,,,3,0,3,PERP,1,0,0,
Star Lake,SA,72,SR,72221,2,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72211,2,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72141,1,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72131,1,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72121,1,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72111,1,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Star Lake,SA,72,SR,72721,7,B,1,LOG,N,ACRU,Acer rubrum,red maple,10.8,0,,,2,0,2,PERP,1,3,0,
Star Lake,SA,72,SR,72711,7,A,1,LOG,N,UNK,,unknown,16.4,0,,,2,0,4,OBL,0,4,0,
Star Lake,SA,72,SR,72541,5,D,1,LOG,N,THOC,Thuja occidentalis ,northern white cedar,30.5,0,,,3,2,3,PERP,3,0,0,
Star Lake,SA,72,SR,72151,1,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42111,1,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42121,1,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42131,1,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42141,1,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42151,1,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42211,2,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42221,2,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42231,2,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42241,2,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42251,2,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42311,3,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42321,3,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42331,3,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42341,3,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42351,3,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42421,4,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42431,4,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42441,4,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42451,4,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42511,5,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42521,5,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42531,5,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42541,5,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42551,5,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42611,6,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42621,6,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42631,6,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42641,6,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42651,6,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42711,7,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42731,7,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42741,7,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42751,7,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42811,8,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42821,8,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42831,8,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42851,8,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42411,4,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42721,7,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Stormy Lake,ST,42,ST,42841,8,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Tenderfoot Lake,TN,16,TN,16111,1,A,1,LOG,B,BEPA,Betula papyrifera ,paper birch,15.9,0,,,2,0,2,PERP,1,0,0,
Tenderfoot Lake,TN,16,TN,16111,1,A,1,LOG,B,BEPA,Betula papyrifera ,paper birch,25.6,0,,,3,1,1,PERP,1,2,0,
Tenderfoot Lake,TN,16,TN,16111,1,A,1,LOG,N,HARDWOOD,,hardwood,27.4,0,,,1,0,4,PERP,3,0,0,
Tenderfoot Lake,TN,16,TN,16121,1,B,1,LOG,B,BEPA,Betula papyrifera ,paper birch,11.3,0,,,3,1,4,PERP,0,0,0,
Tenderfoot Lake,TN,16,TN,16121,1,B,1,LOG,B,BEPA,Betula papyrifera ,paper birch,14.1,0,,,3,1,4,PERP,1,0,0,
Tenderfoot Lake,TN,16,TN,16121,1,B,1,LOG,B,BEPA,Betula papyrifera ,paper birch,14.4,0,,,3,0,3,PERP,0,0,0,
Tenderfoot Lake,TN,16,TN,16141,1,D,1,LOG,B,BEPA,Betula papyrifera ,paper birch,10.7,0,,,3,1,3,PERP,0,4,0,
Tenderfoot Lake,TN,16,TN,16141,1,D,1,LOG,B,BEPA,Betula papyrifera ,paper birch,11.2,0,,,3,0,3,PERP,1,0,0,
Tenderfoot Lake,TN,16,TN,16141,1,D,1,LOG,B,BEPA,Betula papyrifera ,paper birch,11.5,0,,,2,0,2,PERP,0,0,0,
Tenderfoot Lake,TN,16,TN,16151,1,E,1,LOG,B,BEPA,Betula papyrifera ,paper birch,10.3,0,,,2,1,3,OBL,3,0,0,
Tenderfoot Lake,TN,16,TN,16151,1,E,1,LOG,B,BEPA,Betula papyrifera ,paper birch,13.8,0,,,3,1,2,OBL,2,1,0,
Tenderfoot Lake,TN,16,TN,16151,1,E,1,LOG,B,BEPA,Betula papyrifera ,paper birch,20.7,0,,,3,2,3,OBL,2,2,0,
Tenderfoot Lake,TN,16,TN,16211,2,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Tenderfoot Lake,TN,16,TN,16231,2,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Tenderfoot Lake,TN,16,TN,16241,2,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Tenderfoot Lake,TN,16,TN,16251,2,E,1,LOG,N,ABBA,Abies balsamea ,balsam fir,10.6,0,,,3,3,1,PERP,3,1,0,
Tenderfoot Lake,TN,16,TN,16251,2,E,1,LOG,N,THOC,Thuja occidentalis ,northern white cedar,22.2,0,,,3,3,3,OBL,3,1,0,
Tenderfoot Lake,TN,16,TN,16321,3,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Tenderfoot Lake,TN,16,TN,16331,3,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Tenderfoot Lake,TN,16,TN,16341,3,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Tenderfoot Lake,TN,16,TN,16351,3,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Tenderfoot Lake,TN,16,TN,16411,4,A,1,LOG,N,THOC,Thuja occidentalis ,northern white cedar,11,0,,,3,1,3,OBL,2,1,99,99=Misc note: STAINED H20
Tenderfoot Lake,TN,16,TN,16411,4,A,1,LOG,N,THOC,Thuja occidentalis ,northern white cedar,29.2,0,,,3,1,3,PERP,1,1,99,99=Misc note: STAINED H20
