lakename,lakeid,lake_number,lake_abbr_biocom,plotid,site,plot,zone,type,source,species,scientific_name,common_name,diameter,diameter_estimated,length,length_estimated,length_range_code,branchiness,decay,comment_code,comments
Escanaba Lake,ES,64,ES,64311,3,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,22,,210,,1,0,3,0,
Escanaba Lake,ES,64,ES,64311,3,A,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,22,,,,,0,,0,
Escanaba Lake,ES,64,ES,64311,3,A,1,LOG,UNK,BEPA,Betula papyrifera ,paper birch,27,,615,,3,0,4,0,
Escanaba Lake,ES,64,ES,64311,3,A,1,STUMP,UNK,BEPA,Betula papyrifera ,paper birch,30,,,,,0,,0,
Escanaba Lake,ES,64,ES,64313,3,A,3,LOG,N,ABBA,Abies balsamea ,balsam fir,15.6,,870,,3,1,3,0,
Escanaba Lake,ES,64,ES,64313,3,A,3,STUMP,N,ABBA,Abies balsamea ,balsam fir,17.3,,,,,0,,0,
Escanaba Lake,ES,64,ES,64331,3,C,1,LOG,N,ABBA,Abies balsamea ,balsam fir,11.1,,650,,3,3,3,0,
Escanaba Lake,ES,64,ES,64331,3,C,1,LOG,N,ABBA,Abies balsamea ,balsam fir,17.2,,1200,,3,3,4,0,
Escanaba Lake,ES,64,ES,64331,3,C,1,LOG,N,ABBA,Abies balsamea ,balsam fir,12.5,,970,,3,0,4,0,
Escanaba Lake,ES,64,ES,64331,3,C,1,STUMP,N,ABBA,Abies balsamea ,balsam fir,12.7,,,,,0,,0,
Escanaba Lake,ES,64,ES,64331,3,C,1,SNAG,N,ABBA,Abies balsamea ,balsam fir,17.2,,,,,3,,0,
Escanaba Lake,ES,64,ES,64331,3,C,1,STUMP,N,ABBA,Abies balsamea ,balsam fir,20.4,,,,,0,,0,
Escanaba Lake,ES,64,ES,64331,3,C,1,STUMP,N,ABBA,Abies balsamea ,balsam fir,14,,,,,0,,0,
Escanaba Lake,ES,64,ES,64331,3,C,1,STUMP,N,UNK,,unknown,14,,,,,0,,0,
Escanaba Lake,ES,64,ES,64331,3,C,1,STUMP,N,UNK,,unknown,47.8,,,,,0,,0,
Escanaba Lake,ES,64,ES,64331,3,C,1,STUMP,N,UNK,,unknown,21.5,,,,,0,,0,
Escanaba Lake,ES,64,ES,64331,3,C,1,STUMP,N,UNK,,unknown,20.6,,,,,0,,0,
Escanaba Lake,ES,64,ES,64331,3,C,1,STUMP,N,UNK,,unknown,25.5,,,,,0,,0,
Escanaba Lake,ES,64,ES,64331,3,C,1,STUMP,N,UNK,,unknown,24.1,,,,,0,,0,
Escanaba Lake,ES,64,ES,64351,3,E,1,LOG,N,ABBA,Abies balsamea ,balsam fir,12.1,,778,,3,3,1,0,
Escanaba Lake,ES,64,ES,64351,3,E,1,STUMP,N,ABBA,Abies balsamea ,balsam fir,15.4,,,,,0,,0,
Escanaba Lake,ES,64,ES,64351,3,E,1,SNAG,N,CONIFER,,conifer,13.5,,,,,1,,0,
Escanaba Lake,ES,64,ES,64351,3,E,1,LOG,N,PIST,Pinus strobus ,white pine,31.2,,1390,,3,1,4,0,
Escanaba Lake,ES,64,ES,64351,3,E,1,STUMP,N,UNK,,unknown,27.7,,,,,0,,0,
Escanaba Lake,ES,64,ES,64352,3,E,2,LOG,N,ABBA,Abies balsamea ,balsam fir,13,,660,,3,0,5,0,
Escanaba Lake,ES,64,ES,64352,3,E,2,STUMP,N,ABBA,Abies balsamea ,balsam fir,18.5,,,,,0,,0,
Escanaba Lake,ES,64,ES,64352,3,E,2,STUMP,N,ABBA,Abies balsamea ,balsam fir,18.3,,,,,0,,0,
Escanaba Lake,ES,64,ES,64352,3,E,2,STUMP,N,ABBA,Abies balsamea ,balsam fir,16.1,,,,,0,,0,
Escanaba Lake,ES,64,ES,64352,3,E,2,LOG,N,CONIFER,,conifer,22.1,,810,,3,0,4,0,
Escanaba Lake,ES,64,ES,64352,3,E,2,LOG,N,UNK,,unknown,14,,590,,2,0,5,0,
Escanaba Lake,ES,64,ES,64352,3,E,2,STUMP,N,UNK,,unknown,18.2,,,,,0,,0,
Escanaba Lake,ES,64,ES,64411,4,A,1,LOG,N,ABBA,Abies balsamea ,balsam fir,13.1,,800,,3,1,1,0,
Escanaba Lake,ES,64,ES,64411,4,A,1,LOG,N,ABBA,Abies balsamea ,balsam fir,12.1,,950,,3,0,3,0,
Escanaba Lake,ES,64,ES,64411,4,A,1,LOG,N,ABBA,Abies balsamea ,balsam fir,15.4,,1140,,3,3,2,0,
Escanaba Lake,ES,64,ES,64411,4,A,1,LOG,N,ABBA,Abies balsamea ,balsam fir,11,,920,,3,2,1,0,
Escanaba Lake,ES,64,ES,64411,4,A,1,LOG,N,ABBA,Abies balsamea ,balsam fir,11.6,,410,,2,0,4,0,
Escanaba Lake,ES,64,ES,64411,4,A,1,STUMP,N,ABBA,Abies balsamea ,balsam fir,16.3,,,,,0,,0,
Escanaba Lake,ES,64,ES,64411,4,A,1,SNAG,N,ABBA,Abies balsamea ,balsam fir,16.7,,,,,1,,0,
Escanaba Lake,ES,64,ES,64411,4,A,1,STUMP,N,ABBA,Abies balsamea ,balsam fir,13.9,,,,,0,,0,
Escanaba Lake,ES,64,ES,64411,4,A,1,LOG,N,ACRU,Acer rubrum,red maple,19.4,,760,,3,1,3,0,
Escanaba Lake,ES,64,ES,64411,4,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,22.3,,1340,,3,3,0,0,
Escanaba Lake,ES,64,ES,64411,4,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,12,,520,,2,1,3,0,
Escanaba Lake,ES,64,ES,64411,4,A,1,LOG,UNK,BEPA,Betula papyrifera ,paper birch,33.1,,325,,2,0,5,0,
Escanaba Lake,ES,64,ES,64411,4,A,1,LOG,N,UNK,,unknown,19,,270,,1,0,5,0,
Escanaba Lake,ES,64,ES,64431,4,C,1,LOG,N,ABBA,Abies balsamea ,balsam fir,21.9,,300,,1,0,4,0,
Escanaba Lake,ES,64,ES,64431,4,C,1,LOG,N,ABBA,Abies balsamea ,balsam fir,11,,800,,3,3,1,0,
Escanaba Lake,ES,64,ES,64431,4,C,1,LOG,N,ABBA,Abies balsamea ,balsam fir,27,,1230,,3,3,0,0,
Escanaba Lake,ES,64,ES,64431,4,C,1,LOG,N,ABBA,Abies balsamea ,balsam fir,18.1,,1330,,3,3,0,0,
Escanaba Lake,ES,64,ES,64431,4,C,1,LOG,N,ABBA,Abies balsamea ,balsam fir,18.2,,860,,3,3,1,0,
Escanaba Lake,ES,64,ES,64431,4,C,1,LOG,N,ABBA,Abies balsamea ,balsam fir,13,,600,,2,2,1,99,99=misc note:Listed as Stump on Datasheet
Escanaba Lake,ES,64,ES,64431,4,C,1,STUMP,N,ABBA,Abies balsamea ,balsam fir,13.5,,,,,0,,0,
Escanaba Lake,ES,64,ES,64431,4,C,1,STUMP,N,ABBA,Abies balsamea ,balsam fir,18,,,,,0,,0,
Escanaba Lake,ES,64,ES,64431,4,C,1,STUMP,N,ABBA,Abies balsamea ,balsam fir,16.5,,,,,0,,0,
Escanaba Lake,ES,64,ES,64431,4,C,1,STUMP,N,UNK,,unknown,38.1,,,,,0,,0,
Escanaba Lake,ES,64,ES,64431,4,C,1,STUMP,N,UNK,,unknown,54,,,,,0,,0,
Escanaba Lake,ES,64,ES,64431,4,C,1,LOG,UNK,UNK,,unknown,12,,330,,2,0,5,0,
Escanaba Lake,ES,64,ES,64451,4,E,1,LOG,N,ABBA,Abies balsamea ,balsam fir,16.5,,610,,3,2,3,0,
Escanaba Lake,ES,64,ES,64451,4,E,1,LOG,N,ABBA,Abies balsamea ,balsam fir,17,,1080,,3,3,3,0,
Escanaba Lake,ES,64,ES,64451,4,E,1,SNAG,N,ABBA,Abies balsamea ,balsam fir,18.9,,,,,2,,0,
Escanaba Lake,ES,64,ES,64451,4,E,1,SNAG,N,ABBA,Abies balsamea ,balsam fir,11,,,,,1,,0,
Escanaba Lake,ES,64,ES,64451,4,E,1,LOG,B,BEPA,Betula papyrifera ,paper birch,21.9,,1150,,3,1,1,0,
Escanaba Lake,ES,64,ES,64451,4,E,1,SNAG,N,UNK,,unknown,26.2,,,,,0,,0,
Escanaba Lake,ES,64,ES,64451,4,E,1,STUMP,N,UNK,,unknown,26.5,,,,,0,,0,
Escanaba Lake,ES,64,ES,64511,5,A,1,STUMP,N,ABBA,Abies balsamea ,balsam fir,12.1,,,,,0,,0,
Escanaba Lake,ES,64,ES,64511,5,A,1,LOG,N,ACRU,Acer rubrum,red maple,17.9,,1700,,3,0,2,0,
Escanaba Lake,ES,64,ES,64511,5,A,1,LOG,N,BEAL,Betula alleghaniensis ,yellow birch,29.5,,300,,1,0,5,0,
Escanaba Lake,ES,64,ES,64511,5,A,1,LOG,N,BEAL,Betula alleghaniensis ,yellow birch,23.1,,240,,1,0,4,0,
Escanaba Lake,ES,64,ES,64511,5,A,1,LOG,N,BEAL,Betula alleghaniensis ,yellow birch,50.2,,720,,3,0,2,2,2 = measured to H2O(assume length estimated)  LENGTH TO H2O
Escanaba Lake,ES,64,ES,64511,5,A,1,LOG,N,BETULA,Betula spp.,birch,16.7,,270,,1,0,5,0,
Escanaba Lake,ES,64,ES,64511,5,A,1,LOG,N,BETULA,Betula spp.,birch,17.5,,850,,3,0,3,0,
Escanaba Lake,ES,64,ES,64511,5,A,1,STUMP,N,UNK,,unknown,37.8,,,,,0,,0,
Escanaba Lake,ES,64,ES,64531,5,C,1,LOG,N,ABBA,Abies balsamea ,balsam fir,17.8,,552,,2,3,4,2,2 = measured to H2O(assume length estimated)  LENGTH TO H2O
Escanaba Lake,ES,64,ES,64531,5,C,1,STUMP,N,ABBA,Abies balsamea ,balsam fir,15.3,,,,,0,,0,
Escanaba Lake,ES,64,ES,64531,5,C,1,SNAG,N,ABBA,Abies balsamea ,balsam fir,12.8,,,,,1,,0,
Escanaba Lake,ES,64,ES,64531,5,C,1,STUMP,U,ACRU,Acer rubrum,red maple,15.5,,,,,0,,0,
Escanaba Lake,ES,64,ES,64531,5,C,1,STUMP,U,BEAL,Betula alleghaniensis ,yellow birch,24.3,,,,,0,,0,
Day Lake,DA,62,DA,62231,2,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,18.3,,567,,2,0,3,0,
Day Lake,DA,62,DA,62231,2,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,13.8,,395,,2,0,3,0,
Day Lake,DA,62,DA,62231,2,C,1,SNAG,N,BEPA,Betula papyrifera ,paper birch,15,,,,,0,,0,
Day Lake,DA,62,DA,62231,2,C,1,LOG,N,HARDWOOD,,hardwood,15.7,,247,,1,0,3,0,
Day Lake,DA,62,DA,62231,2,C,1,LOG,N,HARDWOOD,,hardwood,11.4,,183,,1,0,3,0,
Day Lake,DA,62,DA,62231,2,C,1,LOG,UNK,HARDWOOD,,hardwood,13.9,,210,,1,0,5,0,
Day Lake,DA,62,DA,62231,2,C,1,LOG,N,PIRE,Pinus resinosa ,red pine,53.7,,333,,2,2,3,2,2 = measured to H2O(assume length estimated)  LENGTH TO H2O
Day Lake,DA,62,DA,62231,2,C,1,STUMP,N,PIRE,Pinus resinosa ,red pine,52.5,,,,,0,,0,
Day Lake,DA,62,DA,62231,2,C,1,SNAG,N,QURU,Quercus rubra,northern red oak,24.1,,,,,2,,0,
Day Lake,DA,62,DA,62231,2,C,1,STUMP,N,UNK,,unknown,48.4,,,,,0,,0,
Day Lake,DA,62,DA,62251,2,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,12.7,,290,,1,0,4,2,2 = measured to H2O(assume length estimated)  LENGTH TO H2O
Day Lake,DA,62,DA,62251,2,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,14,,199,,1,0,5,0,
Day Lake,DA,62,DA,62251,2,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,11.3,,170,,1,0,5,0,
Day Lake,DA,62,DA,62251,2,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,13.2,,258,,1,0,4,0,
Day Lake,DA,62,DA,62251,2,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16.2,,290,,1,0,4,0,
Day Lake,DA,62,DA,62251,2,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,14.2,,174,,1,0,2,0,
Day Lake,DA,62,DA,62251,2,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,15.6,,260,,1,0,2,0,
Day Lake,DA,62,DA,62251,2,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,12.6,,203,,1,0,4,0,
Day Lake,DA,62,DA,62251,2,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,22.7,,279,,1,0,2,0,
Day Lake,DA,62,DA,62251,2,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,12.5,,170,,1,0,4,0,
Day Lake,DA,62,DA,62251,2,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16.6,,432,,2,0,2,0,
Day Lake,DA,62,DA,62251,2,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,20.8,,314,,2,0,4,0,
Day Lake,DA,62,DA,62251,2,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,12.6,,412,,2,0,3,0,
Day Lake,DA,62,DA,62251,2,E,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,11,,,,,0,,0,
Day Lake,DA,62,DA,62251,2,E,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,14.1,,,,,0,,0,
Day Lake,DA,62,DA,62251,2,E,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,13.4,,,,,0,,0,
Day Lake,DA,62,DA,62251,2,E,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,13.1,,,,,0,,0,
Day Lake,DA,62,DA,62251,2,E,1,SNAG,N,BEPA,Betula papyrifera ,paper birch,17.4,,,,,0,,0,
Day Lake,DA,62,DA,62251,2,E,1,SNAG,N,BEPA,Betula papyrifera ,paper birch,18.2,,,,,0,,0,
Day Lake,DA,62,DA,62251,2,E,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,37.6,,,,,0,,0,
Day Lake,DA,62,DA,62311,3,A,1,LOG,N,ACRU,Acer rubrum,red maple,14.5,,357,,2,0,4,0,
Day Lake,DA,62,DA,62311,3,A,1,LOG,UNK,ACRU,Acer rubrum,red maple,10.4,,255,,1,0,5,0,
Day Lake,DA,62,DA,62311,3,A,1,SNAG,B,POTR,Populus tremuloides ,quaking aspen,10.7,,,,,0,,0,
Day Lake,DA,62,DA,62311,3,A,1,STUMP,N,POTR,Populus tremuloides ,quaking aspen,26.2,,,,,0,,0,
Day Lake,DA,62,DA,62311,3,A,1,LOG,N,QURU,Quercus rubra,northern red oak,10,,172,,1,0,3,0,
Day Lake,DA,62,DA,62311,3,A,1,LOG,UNK,UNK,,unknown,22.1,,210,,1,0,5,0,
Day Lake,DA,62,DA,62311,3,A,1,LOG,UNK,UNK,,unknown,31.1,,280,,1,0,5,0,
Day Lake,DA,62,DA,62331,3,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,23,,230,,1,0,5,2,2 = measured to H2O(assume length estimated)  LENGTH TO H2O
Day Lake,DA,62,DA,62331,3,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,17,,217,,1,0,4,0,
Day Lake,DA,62,DA,62331,3,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,15.8,,180,,1,0,4,0,
Day Lake,DA,62,DA,62331,3,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,13.6,,240,,1,0,4,0,
Day Lake,DA,62,DA,62331,3,C,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,12,,,,,0,,0,
Day Lake,DA,62,DA,62331,3,C,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,23.8,,,,,0,,0,
Day Lake,DA,62,DA,62331,3,C,1,LOG,B,POGR,Populus grandidentata ,big tooth aspen,23.9,,192,,1,0,2,2,2 = measured to H2O(assume length estimated)  LENGTH TO H2O
Day Lake,DA,62,DA,62331,3,C,1,STUMP,B,POGR,Populus grandidentata ,big tooth aspen,24.5,,,,,0,,0,
Day Lake,DA,62,DA,62331,3,C,1,LOG,N,POGR,Populus grandidentata ,big tooth aspen,13.7,,155,,1,0,4,0,
Day Lake,DA,62,DA,62331,3,C,1,LOG,UNK,POGR,Populus grandidentata ,big tooth aspen,19.1,,328,,2,0,2,0,
Day Lake,DA,62,DA,62331,3,C,1,STUMP,N,POPULUS,Populus spp,aspen,23,,,,,0,,0,
Day Lake,DA,62,DA,62331,3,C,1,LOG,B,POTR,Populus tremuloides ,quaking aspen,29.4,,210,,1,0,3,2,2 = measured to H2O(assume length estimated)  LENGTH TO H2O
Day Lake,DA,62,DA,62331,3,C,1,LOG,B,POTR,Populus tremuloides ,quaking aspen,27.3,,220,,1,0,3,2,2 = measured to H2O(assume length estimated)  LENGTH TO H2O
Day Lake,DA,62,DA,62331,3,C,1,LOG,B,POTR,Populus tremuloides ,quaking aspen,25,,230,,1,0,3,0,
Day Lake,DA,62,DA,62331,3,C,1,LOG,B,POTR,Populus tremuloides ,quaking aspen,28.3,,573,,2,0,,0,
Day Lake,DA,62,DA,62331,3,C,1,SNAG,B,POTR,Populus tremuloides ,quaking aspen,22.7,,,,,0,,0,
Day Lake,DA,62,DA,62331,3,C,1,SNAG,B,POTR,Populus tremuloides ,quaking aspen,26.8,,,,,0,,0,
Day Lake,DA,62,DA,62331,3,C,1,STUMP,B,POTR,Populus tremuloides ,quaking aspen,24.2,,,,,0,,0,
Day Lake,DA,62,DA,62331,3,C,1,STUMP,B,POTR,Populus tremuloides ,quaking aspen,26,,,,,0,,0,
Day Lake,DA,62,DA,62331,3,C,1,STUMP,N,POTR,Populus tremuloides ,quaking aspen,13.6,,,,,0,,0,
Day Lake,DA,62,DA,62331,3,C,1,LOG,UNK,POTR,Populus tremuloides ,quaking aspen,21.7,,615,,3,0,3,0,
Day Lake,DA,62,DA,62331,3,C,1,LOG,UNK,UNK,,unknown,14.1,,150,,1,1,4,0,
Day Lake,DA,62,DA,62333,3,C,3,SNAG,N,ACRU,Acer rubrum,red maple,13.1,,,,,2,,0,
Day Lake,DA,62,DA,62333,3,C,3,LOG,N,POGR,Populus grandidentata ,big tooth aspen,15.1,,170,,1,0,2,0,
Day Lake,DA,62,DA,62333,3,C,3,LOG,N,UNK,,unknown,28,,370,,2,0,,0,
Day Lake,DA,62,DA,62333,3,C,3,STUMP,N,UNK,,unknown,38,,,,,0,,0,
Day Lake,DA,62,DA,62333,3,C,3,LOG,UNK,UNK,,unknown,15.2,,780,,3,0,5,0,
Day Lake,DA,62,DA,62333,3,C,3,STUMP,UNK,UNK,,unknown,13.5,,,,,0,,0,
Day Lake,DA,62,DA,62351,3,E,1,LOG,N,ACRU,Acer rubrum,red maple,13.6,,270,,1,0,2,0,
Day Lake,DA,62,DA,62351,3,E,1,SNAG,N,ACRU,Acer rubrum,red maple,13.4,,,,,1,,0,
Day Lake,DA,62,DA,62351,3,E,1,SNAG,N,ACRU,Acer rubrum,red maple,14.5,,,,,2,,0,
Day Lake,DA,62,DA,62351,3,E,1,STUMP,N,ACRU,Acer rubrum,red maple,13.4,,,,,0,,0,
Day Lake,DA,62,DA,62351,3,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,10.6,,173,,1,1,5,0,
Day Lake,DA,62,DA,62351,3,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,20.1,,1025,,3,0,5,2,2 = measured to H2O(assume length estimated)  LENGTH TO H2O
Day Lake,DA,62,DA,62351,3,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,18.3,,1510,,3,1,1,0,
Day Lake,DA,62,DA,62351,3,E,1,LOG,N,POGR,Populus grandidentata ,big tooth aspen,18.4,,428,,2,0,3,0,
Day Lake,DA,62,DA,62351,3,E,1,SNAG,N,QURU,Quercus rubra,northern red oak,17.3,,,,,1,,0,
Day Lake,DA,62,DA,62351,3,E,1,STUMP,UNK,UNK,,unknown,25.8,,,,,0,,0,
Day Lake,DA,62,DA,62352,3,E,2,LOG,N,BEPA,Betula papyrifera ,paper birch,18.9,,1700,,3,0,3,0,
Day Lake,DA,62,DA,62352,3,E,2,LOG,N,BEPA,Betula papyrifera ,paper birch,12.7,,304,,2,0,4,0,
Day Lake,DA,62,DA,62352,3,E,2,STUMP,N,BEPA,Betula papyrifera ,paper birch,21.5,,,,,0,,0,
Day Lake,DA,62,DA,62352,3,E,2,STUMP,N,BEPA,Betula papyrifera ,paper birch,19.5,,,,,0,,0,
Day Lake,DA,62,DA,62352,3,E,2,STUMP,N,BEPA,Betula papyrifera ,paper birch,22,,,,,0,,0,
Day Lake,DA,62,DA,62352,3,E,2,LOG,N,UNK,,unknown,20.5,,851,,3,0,5,0,
Day Lake,DA,62,DA,62352,3,E,2,LOG,UNK,UNK,,unknown,23,,320,,2,0,5,0,
Day Lake,DA,62,DA,62411,4,A,1,SNAG,N,ACRU,Acer rubrum,red maple,21.6,,,,,3,,0,
Day Lake,DA,62,DA,62411,4,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16.8,,253,,1,0,5,0,
Day Lake,DA,62,DA,62411,4,A,1,SNAG,N,BEPA,Betula papyrifera ,paper birch,11.7,,,,,0,,0,
Day Lake,DA,62,DA,62411,4,A,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,11.2,,,,,0,,0,
Day Lake,DA,62,DA,62411,4,A,1,LOG,UNK,BEPA,Betula papyrifera ,paper birch,11,,160,,1,0,3,2,2 = measured to H2O(assume length estimated)  LENGTH TO H2O
Day Lake,DA,62,DA,62411,4,A,1,LOG,UNK,BEPA,Betula papyrifera ,paper birch,15.8,,188,,1,0,5,0,
Day Lake,DA,62,DA,62411,4,A,1,LOG,UNK,BEPA,Betula papyrifera ,paper birch,15.3,,158,,1,0,4,0,
Day Lake,DA,62,DA,62411,4,A,1,LOG,UNK,BEPA,Betula papyrifera ,paper birch,15.2,,240,,1,0,5,0,
Day Lake,DA,62,DA,62411,4,A,1,LOG,UNK,BEPA,Betula papyrifera ,paper birch,11.4,,173,,1,0,5,0,
Day Lake,DA,62,DA,62411,4,A,1,LOG,UNK,BEPA,Betula papyrifera ,paper birch,12.5,,460,,2,0,4,0,
Day Lake,DA,62,DA,62411,4,A,1,LOG,N,HARDWOOD,,hardwood,10.2,,425,,2,1,3,0,
Day Lake,DA,62,DA,62411,4,A,1,LOG,N,QURU,Quercus rubra,northern red oak,12.9,,270,,1,0,4,0,
Day Lake,DA,62,DA,62411,4,A,1,LOG,N,QURU,Quercus rubra,northern red oak,17.2,,655,,3,3,2,0,
Day Lake,DA,62,DA,62411,4,A,1,SNAG,N,QURU,Quercus rubra,northern red oak,22.1,,,,,1,,0,
Day Lake,DA,62,DA,62411,4,A,1,SNAG,N,QURU,Quercus rubra,northern red oak,27.4,,,,,3,,0,
Day Lake,DA,62,DA,62411,4,A,1,LOG,N,UNK,,unknown,10.2,,470,,2,1,4,0,
Day Lake,DA,62,DA,62411,4,A,1,LOG,UNK,UNK,,unknown,17.5,,165,,1,0,4,0,
Day Lake,DA,62,DA,62431,4,C,1,SNAG,N,ACRU,Acer rubrum,red maple,10.1,,,,,0,,0,
Day Lake,DA,62,DA,62431,4,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,11.1,,308,,2,0,2,0,
Day Lake,DA,62,DA,62431,4,C,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,12.5,,,,,0,,0,
Day Lake,DA,62,DA,62431,4,C,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,14.7,,,,,0,,0,
Day Lake,DA,62,DA,62431,4,C,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,11.4,,,,,0,,0,
Day Lake,DA,62,DA,62431,4,C,1,LOG,N,HARDWOOD,,hardwood,11.4,,238,,1,0,4,0,
Day Lake,DA,62,DA,62431,4,C,1,LOG,N,HARDWOOD,,hardwood,10.9,,582,,2,0,3,0,
Day Lake,DA,62,DA,62431,4,C,1,STUMP,N,HARDWOOD,,hardwood,16.8,,,,,0,,0,
Day Lake,DA,62,DA,62431,4,C,1,LOG,N,QURU,Quercus rubra,northern red oak,13.9,,483,,2,0,3,0,
Day Lake,DA,62,DA,62431,4,C,1,LOG,N,UNK,,unknown,21.8,,253,,1,0,4,2,2 = measured to H2O(assume length estimated)  LENGTH TO H2O
Day Lake,DA,62,DA,62451,4,E,1,LOG,N,ACRU,Acer rubrum,red maple,19.1,,877,,3,3,3,2,2 = measured to H2O(assume length estimated)  LENGTH TO H2O
Day Lake,DA,62,DA,62451,4,E,1,LOG,N,ACRU,Acer rubrum,red maple,32,,502,,2,0,4,0,
Day Lake,DA,62,DA,62451,4,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,14.3,,300,,1,0,5,2,2 = measured to H2O(assume length estimated)  LENGTH TO H2O
Day Lake,DA,62,DA,62451,4,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,11.5,,213,,1,0,5,0,
Day Lake,DA,62,DA,62451,4,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,13.2,,209,,1,0,5,0,
Day Lake,DA,62,DA,62451,4,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,12.4,,618,,3,0,5,0,
Day Lake,DA,62,DA,62451,4,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,20.7,,530,,2,0,2,0,
Day Lake,DA,62,DA,62451,4,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,13.8,,435,,2,0,5,0,
Day Lake,DA,62,DA,62451,4,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16.7,,310,,2,0,5,0,
Day Lake,DA,62,DA,62451,4,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,12.7,,380,,2,0,4,0,
Day Lake,DA,62,DA,62451,4,E,1,SNAG,N,BEPA,Betula papyrifera ,paper birch,10.2,,,,,0,,0,
Day Lake,DA,62,DA,62451,4,E,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,16,,,,,0,,0,
Day Lake,DA,62,DA,62451,4,E,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,13.6,,,,,0,,0,
Day Lake,DA,62,DA,62451,4,E,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,14,,,,,0,,0,
Day Lake,DA,62,DA,62451,4,E,1,LOG,B,HARDWOOD,,hardwood,32,,1650,,3,1,3,0,
Day Lake,DA,62,DA,62451,4,E,1,LOG,N,HARDWOOD,,hardwood,19.5,,240,,1,1,3,2,2 = measured to H2O(assume length estimated)  LENGTH TO H2O
Day Lake,DA,62,DA,62511,5,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,13.7,,222,,1,0,2,0,
Day Lake,DA,62,DA,62511,5,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,10.8,,195,,1,0,3,0,
Day Lake,DA,62,DA,62511,5,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,12.2,,175,,1,0,2,0,
Day Lake,DA,62,DA,62511,5,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,15.2,,181,,1,0,3,0,
Day Lake,DA,62,DA,62511,5,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,13.6,,290,,1,0,4,0,
Day Lake,DA,62,DA,62511,5,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,14.9,,260,,1,0,3,0,
Day Lake,DA,62,DA,62511,5,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16.6,,186,,1,0,3,0,
Day Lake,DA,62,DA,62511,5,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,13.1,,160,,1,0,5,0,
Day Lake,DA,62,DA,62511,5,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16.4,,196,,1,0,5,0,
